qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.08629298210144043,0.11300086975097656,0.10355591773986816,0.2184600830078125,0.2301621437072754,0.19736814498901367,0.04958915710449219
0.09177398681640625,0.11254596710205078,0.06968426704406738,0.07559514045715332,0.07562375068664551,0.09058785438537598,0.07465720176696777
0.08411884307861328,0.08017587661743164,0.15575194358825684,0.1687328815460205,0.10810399055480957,0.13406610488891602,0.09374690055847168
0.27522897720336914,0.39823412895202637,0.16193413734436035,0.11785197257995605,0.09296584129333496,0.08857202529907227,0.0558779239654541
0.08162808418273926,0.09385085105895996,0.10650515556335449,0.0726630687713623,0.056668996810913086,0.0643472671508789,0.04627203941345215
0.06996798515319824,0.08626294136047363,0.07822275161743164,0.07356810569763184,0.05786705017089844,0.06836414337158203,0.036398887634277344
0.05328798294067383,0.07396984100341797,0.07271599769592285,0.061161041259765625,0.06875801086425781,0.0777590274810791,0.03965282440185547
0.06978464126586914,0.08834099769592285,0.08949518203735352,0.0679311752319336,0.05959010124206543,0.06610584259033203,0.050466060638427734
0.0672750473022461,0.07586812973022461,0.08153963088989258,0.08977103233337402,0.08769893646240234,0.09825015068054199,0.039357900619506836
0.06927490234375,0.07514405250549316,0.0814199447631836,0.08366584777832031,0.18490290641784668,0.19306111335754395,0.07370591163635254
0.07669615745544434,0.09479379653930664,0.09185004234313965,0.09365296363830566,0.08670377731323242,0.0944070816040039,0.04925894737243652
0.07233572006225586,0.14244484901428223,0.11903595924377441,0.12594103813171387,0.20494794845581055,0.14756298065185547,0.06451821327209473
0.0672450065612793,0.07477188110351562,0.07838296890258789,0.05955696105957031,0.05992603302001953,0.07296180725097656,0.04869508743286133
0.06438398361206055,0.10383296012878418,0.0818643569946289,0.06729507446289062,0.0604250431060791,0.06907916069030762,0.03359103202819824
0.0564272403717041,0.0719459056854248,0.0714559555053711,0.06921911239624023,0.06192779541015625,0.06861591339111328,0.03426790237426758
0.055625200271606445,0.06838798522949219,0.0721590518951416,0.06487107276916504,0.07825183868408203,0.07338500022888184,0.039624929428100586
0.06044197082519531,0.0763998031616211,0.07565903663635254,0.08498287200927734,0.08037900924682617,0.07238078117370605,0.03896498680114746
0.0619351863861084,0.08341503143310547,0.07986903190612793,0.06934976577758789,0.0684051513671875,0.06926417350769043,0.04168510437011719
0.054937124252319336,0.07283186912536621,0.07458615303039551,0.06168198585510254,0.07012295722961426,0.09499597549438477,0.047659873962402344
0.06997179985046387,0.08729314804077148,0.08252596855163574,0.0803678035736084,0.06360292434692383,0.07499098777770996,0.04050707817077637
0.06219291687011719,0.07740497589111328,0.07637929916381836,0.07109689712524414,0.06495809555053711,0.0689401626586914,0.03478598594665527
0.057686805725097656,0.0714108943939209,0.07711410522460938,0.06623411178588867,0.06086087226867676,0.06327605247497559,0.033879995346069336
0.058854103088378906,0.07484102249145508,0.08622574806213379,0.06223011016845703,0.06283378601074219,0.06428098678588867,0.03314781188964844
0.05988883972167969,0.07444405555725098,0.07097697257995605,0.06029677391052246,0.06128382682800293,0.0644218921661377,0.03463006019592285
0.057797908782958984,0.06986498832702637,0.07105493545532227,0.06672215461730957,0.06862592697143555,0.06861090660095215,0.031649112701416016
0.045613765716552734,0.07820701599121094,0.07527875900268555,0.06446099281311035,0.05780386924743652,0.07861900329589844,0.04162907600402832
0.0685889720916748,0.06881403923034668,0.07493209838867188,0.0743720531463623,0.07305502891540527,0.07662081718444824,0.04067182540893555
0.05154919624328613,0.07901620864868164,0.0732421875,0.06596827507019043,0.07768678665161133,0.07710409164428711,0.03939104080200195
0.06476378440856934,0.08242988586425781,0.06495094299316406,0.06771397590637207,0.07444310188293457,0.07790970802307129,0.0377500057220459
0.05286884307861328,0.08312296867370605,0.07074403762817383,0.05790209770202637,0.05957984924316406,0.06581878662109375,0.03591299057006836
0.06253814697265625,0.07320785522460938,0.07455706596374512,0.06522607803344727,0.06331014633178711,0.06428194046020508,0.03512692451477051
0.06057882308959961,0.07137799263000488,0.07911491394042969,0.06014108657836914,0.0625,0.06963896751403809,0.03502488136291504
0.06487298011779785,0.0686647891998291,0.07189178466796875,0.05921006202697754,0.06663703918457031,0.0664682388305664,0.03439497947692871
0.0571291446685791,0.07270503044128418,0.06937193870544434,0.06614494323730469,0.07351565361022949,0.06890702247619629,0.03520321846008301
0.056008100509643555,0.07175707817077637,0.07547307014465332,0.06198000907897949,0.06741523742675781,0.06382012367248535,0.033638954162597656
0.057708740234375,0.07331395149230957,0.0721280574798584,0.06728196144104004,0.06710290908813477,0.0682370662689209,0.03391385078430176
0.05557107925415039,0.06961798667907715,0.0772390365600586,0.0643320083618164,0.06335306167602539,0.0641169548034668,0.03501605987548828
0.054754018783569336,0.07111501693725586,0.07536005973815918,0.06778812408447266,0.06187582015991211,0.06841588020324707,0.0358121395111084
0.05748605728149414,0.06997895240783691,0.07358098030090332,0.05961012840270996,0.059884071350097656,0.06755614280700684,0.03484797477722168
0.058984994888305664,0.0708930492401123,0.07532811164855957,0.0589442253112793,0.0607450008392334,0.06561803817749023,0.03651785850524902
0.058974266052246094,0.07479119300842285,0.07580327987670898,0.05859184265136719,0.05985307693481445,0.0641939640045166,0.039397239685058594
0.05695199966430664,0.07399511337280273,0.07536625862121582,0.06515383720397949,0.061350345611572266,0.06180286407470703,0.03793597221374512
0.05781674385070801,0.07042503356933594,0.07323217391967773,0.06728291511535645,0.0645148754119873,0.06557583808898926,0.033490896224975586
0.05952811241149902,0.06899094581604004,0.0690150260925293,0.060094356536865234,0.06851601600646973,0.06503081321716309,0.03434610366821289
0.055921316146850586,0.06931495666503906,0.07482695579528809,0.06145000457763672,0.06244611740112305,0.06718802452087402,0.035073041915893555
0.05839061737060547,0.07147216796875,0.07061886787414551,0.05924510955810547,0.06613302230834961,0.0634000301361084,0.03382110595703125
0.06040596961975098,0.07243180274963379,0.07101798057556152,0.06448602676391602,0.060750722885131836,0.06646299362182617,0.0348811149597168
